Unique identification number of the institution,Level of student,Grand total,Grand total men,Grand total women,American Indian or Alaska Native total,American Indian or Alaska Native men,American Indian or Alaska Native women,Asian total,Asian men,Asian women,Black or African American total,Black or African American men,Black or African American women,Hispanic or Latino total,Hispanic or Latino men,Hispanic or Latino women,Native Hawaiian or Other Pacific Islander total,Native Hawaiian or Other Pacific Islander men,Native Hawaiian or Other Pacific Islander women,White total,White men,White women,Two or more races total,Two or more races men,Two or more races women,Race/ethnicity unknown total,Race/ethnicity unknown men,Race/ethnicity unknown women,Nonresident alien total,Nonresident alien men,Nonresident alien women
102845,Undergraduate students,4524,1108,3416,459,100,359,12,6,6,284,91,193,1218,223,995,249,65,184,1827,511,1316,225,44,181,250,68,182,0,0,0
102845,Graduate student,16,4,12,0,0,0,0,0,0,0,0,0,3,2,1,1,0,1,11,2,9,0,0,0,1,0,1,0,0,0
103501,Total students enrolled for credit,637,121,516,96,10,86,138,30,108,74,22,52,63,16,47,2,0,2,240,42,198,17,1,16,6,0,6,1,0,1
103501,Undergraduate students,637,121,516,96,10,86,138,30,108,74,22,52,63,16,47,2,0,2,240,42,198,17,1,16,6,0,6,1,0,1
103741,Total students enrolled for credit,179,9,170,7,0,7,0,0,0,14,1,13,76,5,71,1,0,1,45,2,43,15,1,14,21,0,21,0,0,0
103741,Undergraduate students,179,9,170,7,0,7,0,0,0,14,1,13,76,5,71,1,0,1,45,2,43,15,1,14,21,0,21,0,0,0
103778,Total students enrolled for credit,332,191,141,2,1,1,17,6,11,16,7,9,41,26,15,2,2,0,132,77,55,5,4,1,7,6,1,110,62,48
103778,Graduate student,332,191,141,2,1,1,17,6,11,16,7,9,41,26,15,2,2,0,132,77,55,5,4,1,7,6,1,110,62,48
103811,Total students enrolled for credit,921,794,127,8,6,2,10,10,0,266,222,44,152,140,12,20,19,1,390,330,60,71,64,7,4,3,1,0,0,0
103811,Undergraduate students,921,794,127,8,6,2,10,10,0,266,222,44,152,140,12,20,19,1,390,330,60,71,64,7,4,3,1,0,0,0
103893,Total students enrolled for credit,1080,149,931,90,9,81,10,3,7,72,8,64,599,88,511,6,0,6,269,34,235,20,5,15,14,2,12,0,0,0
103893,Undergraduate students,1080,149,931,90,9,81,10,3,7,72,8,64,599,88,511,6,0,6,269,34,235,20,5,15,14,2,12,0,0,0
103909,Total students enrolled for credit,928,145,783,129,9,120,16,7,9,58,11,47,353,65,288,5,2,3,344,48,296,23,3,20,0,0,0,0,0,0
103909,Undergraduate students,928,145,783,129,9,120,16,7,9,58,11,47,353,65,288,5,2,3,344,48,296,23,3,20,0,0,0,0,0,0
103927,Total students enrolled for credit,496,81,415,27,1,26,5,2,3,22,3,19,304,49,255,1,0,1,118,23,95,6,1,5,13,2,11,0,0,0
103927,Undergraduate students,496,81,415,27,1,26,5,2,3,22,3,19,304,49,255,1,0,1,118,23,95,6,1,5,13,2,11,0,0,0
103945,Total students enrolled for credit,136,17,119,76,5,71,0,0,0,3,0,3,8,2,6,1,1,0,30,7,23,18,2,16,0,0,0,0,0,0
103945,Undergraduate students,136,17,119,76,5,71,0,0,0,3,0,3,8,2,6,1,1,0,30,7,23,18,2,16,0,0,0,0,0,0
103954,Total students enrolled for credit,130,11,119,7,0,7,2,0,2,12,2,10,59,5,54,0,0,0,34,3,31,15,1,14,1,0,1,0,0,0
103954,Undergraduate students,130,11,119,7,0,7,2,0,2,12,2,10,59,5,54,0,0,0,34,3,31,15,1,14,1,0,1,0,0,0
103963,Total students enrolled for credit,1244,1159,85,206,167,39,9,8,1,99,97,2,429,412,17,3,3,0,477,451,26,0,0,0,21,21,0,0,0,0
103963,Undergraduate students,1244,1159,85,206,167,39,9,8,1,99,97,2,429,412,17,3,3,0,477,451,26,0,0,0,21,21,0,0,0,0
104090,Total students enrolled for credit,1829,324,1505,106,10,96,72,21,51,355,59,296,539,93,446,14,2,12,677,126,551,52,13,39,14,0,14,0,0,0
104090,Undergraduate students,1691,305,1386,104,10,94,63,18,45,340,58,282,517,91,426,13,2,11,596,114,482,50,12,38,8,0,8,0,0,0
104090,Graduate student,138,19,119,2,0,2,9,3,6,15,1,14,22,2,20,1,0,1,81,12,69,2,1,1,6,0,6,0,0,0
104151,Total students enrolled for credit,56958,32755,24203,632,283,349,3754,2086,1668,2057,1060,997,9937,5091,4846,111,48,63,27975,15887,12088,2042,1029,1013,607,377,230,9843,6894,2949
104151,Undergraduate students,46038,26309,19729,524,233,291,3191,1793,1398,1790,919,871,8925,4564,4361,103,46,57,23258,13295,9963,1833,913,920,304,179,125,6110,4367,1743
104151,Graduate student,10920,6446,4474,108,50,58,563,293,270,267,141,126,1012,527,485,8,2,6,4717,2592,2125,209,116,93,303,198,105,3733,2527,1206
104160,Total students enrolled for credit,11653,5258,6395,160,63,97,126,51,75,406,315,91,7746,3260,4486,52,35,17,2281,1154,1127,190,90,100,442,216,226,250,74,176
104160,Undergraduate students,11653,5258,6395,160,63,97,126,51,75,406,315,91,7746,3260,4486,52,35,17,2281,1154,1127,190,90,100,442,216,226,250,74,176
104179,Total students enrolled for credit,47648,23075,24573,605,215,390,2646,1272,1374,1813,898,915,10868,4687,6181,112,62,50,23687,11360,12327,2262,993,1269,1184,617,567,4471,2971,1500
104179,Undergraduate students,36862,17993,18869,443,163,280,1967,976,991,1478,749,729,9369,4117,5252,105,59,46,18505,8971,9534,1916,843,1073,334,174,160,2745,1941,804
104179,Graduate student,10786,5082,5704,162,52,110,679,296,383,335,149,186,1499,570,929,7,3,4,5182,2389,2793,346,150,196,850,443,407,1726,1030,696
104188,Total students enrolled for credit,155,84,71,7,5,2,1,0,1,6,5,1,65,33,32,0,0,0,73,40,33,0,0,0,3,1,2,0,0,0
104188,Undergraduate students,148,81,67,7,5,2,1,0,1,5,5,0,65,33,32,0,0,0,67,37,30,0,0,0,3,1,2,0,0,0
104188,Graduate student,7,3,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,0,0,0
104346,Total students enrolled for credit,9741,3959,5782,505,189,316,206,71,135,675,294,381,3019,1208,1811,47,17,30,4042,1709,2333,314,108,206,897,353,544,36,10,26
104346,Undergraduate students,9741,3959,5782,505,189,316,206,71,135,675,294,381,3019,1208,1811,47,17,30,4042,1709,2333,314,108,206,897,353,544,36,10,26
104364,Total students enrolled for credit,230,111,119,12,3,9,3,1,2,20,14,6,111,54,57,1,1,0,79,36,43,0,0,0,4,2,2,0,0,0
104364,Undergraduate students,230,111,119,12,3,9,3,1,2,20,14,6,111,54,57,1,1,0,79,36,43,0,0,0,4,2,2,0,0,0
104391,Total students enrolled for credit,91,7,84,4,2,2,2,0,2,2,0,2,7,0,7,2,1,1,72,4,68,1,0,1,1,0,1,0,0,0
104391,Undergraduate students,91,7,84,4,2,2,2,0,2,2,0,2,7,0,7,2,1,1,72,4,68,1,0,1,1,0,1,0,0,0
104425,Total students enrolled for credit,11630,7354,4276,73,47,26,350,245,105,845,581,264,3526,1869,1657,74,53,21,6084,4161,1923,396,233,163,205,128,77,77,37,40
104425,Undergraduate students,11630,7354,4276,73,47,26,350,245,105,845,581,264,3526,1869,1657,74,53,21,6084,4161,1923,396,233,163,205,128,77,77,37,40
104434,Total students enrolled for credit,58,4,54,10,2,8,0,0,0,0,0,0,13,1,12,0,0,0,25,1,24,2,0,2,8,0,8,0,0,0
104434,Undergraduate students,58,4,54,10,2,8,0,0,0,0,0,0,13,1,12,0,0,0,25,1,24,2,0,2,8,0,8,0,0,0
104443,Total students enrolled for credit,106,10,96,8,1,7,0,0,0,22,1,21,25,5,20,1,0,1,38,2,36,5,1,4,7,0,7,0,0,0
104443,Undergraduate students,106,10,96,8,1,7,0,0,0,22,1,21,25,5,20,1,0,1,38,2,36,5,1,4,7,0,7,0,0,0
104504,Total students enrolled for credit,167,44,123,5,0,5,4,0,4,18,9,9,52,15,37,0,0,0,81,18,63,2,0,2,5,2,3,0,0,0
104504,Undergraduate students,167,44,123,5,0,5,4,0,4,18,9,9,52,15,37,0,0,0,81,18,63,2,0,2,5,2,3,0,0,0
104568,Total students enrolled for credit,479,29,450,16,3,13,11,1,10,43,7,36,174,11,163,0,0,0,211,4,207,10,1,9,14,2,12,0,0,0
104568,Undergraduate students,479,29,450,16,3,13,11,1,10,43,7,36,174,11,163,0,0,0,211,4,207,10,1,9,14,2,12,0,0,0
104577,Total students enrolled for credit,8291,3938,4353,569,214,355,77,39,38,320,276,44,1682,855,827,42,22,20,5240,2373,2867,73,30,43,213,100,113,75,29,46
104577,Undergraduate students,8291,3938,4353,569,214,355,77,39,38,320,276,44,1682,855,827,42,22,20,5240,2373,2867,73,30,43,213,100,113,75,29,46
104586,Total students enrolled for credit,2616,1985,631,9,6,3,139,116,23,60,47,13,97,69,28,16,9,7,1547,1164,383,276,187,89,239,180,59,233,207,26
104586,Undergraduate students,2543,1932,611,9,6,3,136,114,22,57,44,13,93,67,26,16,9,7,1508,1137,371,272,184,88,231,174,57,221,197,24
104586,Graduate student,73,53,20,0,0,0,3,2,1,3,3,0,4,2,2,0,0,0,39,27,12,4,3,1,8,6,2,12,10,2
104665,Total students enrolled for credit,21,15,6,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,14,11,3,0,0,0,0,0,0,4,2,2
104665,Graduate student,21,15,6,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,14,11,3,0,0,0,0,0,0,4,2,2
104708,Total students enrolled for credit,27263,12547,14716,434,177,257,1239,583,656,1847,888,959,9507,4146,5361,89,45,44,11863,5593,6270,564,277,287,1512,723,789,208,115,93
104708,Undergraduate students,27263,12547,14716,434,177,257,1239,583,656,1847,888,959,9507,4146,5361,89,45,44,11863,5593,6270,564,277,287,1512,723,789,208,115,93
104717,Total students enrolled for credit,122158,32595,89563,1218,293,925,4428,1100,3328,28742,6838,21904,19050,5525,13525,659,206,453,54574,14774,39800,3624,959,2665,9863,2900,6963,0,0,0
104717,Undergraduate students,70436,19642,50794,713,175,538,2366,594,1772,13792,3290,10502,12736,3835,8901,432,136,296,32641,9219,23422,2380,679,1701,5376,1714,3662,0,0,0
104717,Graduate student,51722,12953,38769,505,118,387,2062,506,1556,14950,3548,11402,6314,1690,4624,227,70,157,21933,5555,16378,1244,280,964,4487,1186,3301,0,0,0
105145,Total students enrolled for credit,7876,3273,4603,286,139,147,297,115,182,917,343,574,3216,1291,1925,20,11,9,2581,1110,1471,137,58,79,384,182,202,38,24,14
105145,Undergraduate students,7876,3273,4603,286,139,147,297,115,182,917,343,574,3216,1291,1925,20,11,9,2581,1110,1471,137,58,79,384,182,202,38,24,14
105154,Total students enrolled for credit,30154,14543,15611,1053,453,600,1328,573,755,1908,958,950,7551,3366,4185,130,78,52,14648,7251,7397,666,339,327,2088,992,1096,782,533,249
105154,Undergraduate students,30154,14543,15611,1053,453,600,1328,573,755,1908,958,950,7551,3366,4185,130,78,52,14648,7251,7397,666,339,327,2088,992,1096,782,533,249
105206,Total students enrolled for credit,5685,1942,3743,121,33,88,108,35,73,64,31,33,1318,481,837,38,12,26,3790,1259,2531,158,67,91,40,11,29,48,13,35
105206,Undergraduate students,5685,1942,3743,121,33,88,108,35,73,64,31,33,1318,481,837,38,12,26,3790,1259,2531,158,67,91,40,11,29,48,13,35
105215,Total students enrolled for credit,1603,1529,74,45,40,5,11,11,0,56,53,3,189,181,8,13,12,1,1088,1042,46,118,112,6,81,76,5,2,2,0
105215,Undergraduate students,1603,1529,74,45,40,5,11,11,0,56,53,3,189,181,8,13,12,1,1088,1042,46,118,112,6,81,76,5,2,2,0
105297,Total students enrolled for credit,1973,637,1336,1950,623,1327,2,1,1,3,2,1,3,2,1,0,0,0,12,6,6,1,1,0,0,0,0,2,2,0
105297,Undergraduate students,1973,637,1336,1950,623,1327,2,1,1,3,2,1,3,2,1,0,0,0,12,6,6,1,1,0,0,0,0,2,2,0
105330,Total students enrolled for credit,34554,13560,20994,1008,336,672,664,233,431,1233,489,744,7565,2684,4881,97,38,59,20266,7855,12411,1803,734,1069,452,202,250,1466,989,477
105330,Undergraduate students,29609,12051,17558,800,280,520,568,204,364,1039,427,612,6788,2469,4319,87,36,51,17009,6861,10148,1643,680,963,344,164,180,1331,930,401
105330,Graduate student,4945,1509,3436,208,56,152,96,29,67,194,62,132,777,215,562,10,2,8,3257,994,2263,160,54,106,108,38,70,135,59,76
105349,Total students enrolled for credit,6098,2407,3691,1662,550,1112,65,17,48,95,54,41,739,334,405,23,9,14,3089,1292,1797,135,54,81,290,97,193,0,0,0
105349,Undergraduate students,6098,2407,3691,1662,550,1112,65,17,48,95,54,41,739,334,405,23,9,14,3089,1292,1797,135,54,81,290,97,193,0,0,0
105367,Total students enrolled for credit,1085,312,773,22,4,18,81,45,36,112,29,83,185,42,143,1,0,1,568,152,416,48,18,30,68,22,46,0,0,0
105367,Undergraduate students,564,171,393,11,2,9,9,7,2,61,18,43,114,32,82,1,0,1,312,91,221,30,15,15,26,6,20,0,0,0
105367,Graduate student,521,141,380,11,2,9,72,38,34,51,11,40,71,10,61,0,0,0,256,61,195,18,3,15,42,16,26,0,0,0
105428,Total students enrolled for credit,17100,6310,10790,530,181,349,570,231,339,1648,689,959,8229,2849,5380,39,12,27,4447,1662,2785,214,81,133,1297,540,757,126,65,61
105428,Undergraduate students,17100,6310,10790,530,181,349,570,231,339,1648,689,959,8229,2849,5380,39,12,27,4447,1662,2785,214,81,133,1297,540,757,126,65,61
105482,Total students enrolled for credit,176,50,126,8,2,6,6,0,6,5,1,4,42,13,29,0,0,0,89,30,59,4,0,4,22,4,18,0,0,0
105482,Undergraduate students,176,50,126,8,2,6,6,0,6,5,1,4,42,13,29,0,0,0,89,30,59,4,0,4,22,4,18,0,0,0
105525,Total students enrolled for credit,34308,16105,18203,790,311,479,989,422,567,1478,754,724,14067,6196,7871,127,71,56,13896,6641,7255,1196,537,659,1242,871,371,523,302,221
105525,Undergraduate students,34308,16105,18203,790,311,479,989,422,567,1478,754,724,14067,6196,7871,127,71,56,13896,6641,7255,1196,537,659,1242,871,371,523,302,221
105534,Total students enrolled for credit,3333,728,2605,54,3,51,163,61,102,228,52,176,1305,250,1055,21,10,11,1307,290,1017,166,38,128,87,22,65,2,2,0
105534,Undergraduate students,3333,728,2605,54,3,51,163,61,102,228,52,176,1305,250,1055,21,10,11,1307,290,1017,166,38,128,87,22,65,2,2,0
105543,Total students enrolled for credit,1348,275,1073,176,24,152,20,9,11,37,16,21,792,143,649,1,0,1,278,73,205,23,5,18,21,5,16,0,0,0
105543,Undergraduate students,1348,275,1073,176,24,152,20,9,11,37,16,21,792,143,649,1,0,1,278,73,205,23,5,18,21,5,16,0,0,0
105589,Total students enrolled for credit,871,281,590,27,4,23,7,2,5,16,5,11,48,11,37,3,0,3,651,221,430,55,15,40,51,22,29,13,1,12
105589,Undergraduate students,459,184,275,17,3,14,5,2,3,8,4,4,29,10,19,0,0,0,319,131,188,33,12,21,45,21,24,3,1,2
105589,Graduate student,412,97,315,10,1,9,2,0,2,8,1,7,19,1,18,3,0,3,332,90,242,22,3,19,6,1,5,10,0,10
105659,Total students enrolled for credit,1125,1106,19,88,84,4,11,11,0,116,116,0,319,314,5,10,10,0,467,460,7,32,31,1,81,79,2,1,1,0
105659,Undergraduate students,1125,1106,19,88,84,4,11,11,0,116,116,0,319,314,5,10,10,0,467,460,7,32,31,1,81,79,2,1,1,0
105668,Total students enrolled for credit,43882,17415,26467,818,274,544,1615,630,985,3212,1223,1989,9387,3686,5701,155,60,95,22070,8770,13300,634,230,404,5132,2005,3127,859,537,322
105668,Undergraduate students,43882,17415,26467,818,274,544,1615,630,985,3212,1223,1989,9387,3686,5701,155,60,95,22070,8770,13300,634,230,404,5132,2005,3127,859,537,322
105677,Total students enrolled for credit,59,58,1,1,1,0,1,1,0,1,1,0,3,3,0,0,0,0,53,52,1,0,0,0,0,0,0,0,0,0
105677,Undergraduate students,59,58,1,1,1,0,1,1,0,1,1,0,3,3,0,0,0,0,53,52,1,0,0,0,0,0,0,0,0,0
105701,Total students enrolled for credit,58,4,54,0,0,0,0,0,0,2,1,1,18,0,18,0,0,0,36,3,33,0,0,0,2,0,2,0,0,0
105701,Undergraduate students,58,4,54,0,0,0,0,0,0,2,1,1,18,0,18,0,0,0,36,3,33,0,0,0,2,0,2,0,0,0
105747,Total students enrolled for credit,14023,6457,7566,719,274,445,513,213,300,635,356,279,2443,1087,1356,52,23,29,8317,3874,4443,325,151,174,892,420,472,127,59,68
105747,Undergraduate students,14023,6457,7566,719,274,445,513,213,300,635,356,279,2443,1087,1356,52,23,29,8317,3874,4443,325,151,174,892,420,472,127,59,68
105792,Total students enrolled for credit,5707,2390,3317,278,74,204,184,93,91,959,413,546,3006,1196,1810,11,6,5,831,388,443,89,39,50,284,127,157,65,54,11
105792,Undergraduate students,5707,2390,3317,278,74,204,184,93,91,959,413,546,3006,1196,1810,11,6,5,831,388,443,89,39,50,284,127,157,65,54,11
105899,Total students enrolled for credit,926,554,372,7,3,4,13,5,8,158,125,33,162,104,58,6,2,4,460,244,216,51,30,21,51,26,25,18,15,3
105899,Undergraduate students,926,554,372,7,3,4,13,5,8,158,125,33,162,104,58,6,2,4,460,244,216,51,30,21,51,26,25,18,15,3
105987,Total students enrolled for credit,182,81,101,10,6,4,6,1,5,14,5,9,98,47,51,1,1,0,48,19,29,2,1,1,3,1,2,0,0,0
105987,Undergraduate students,182,81,101,10,6,4,6,1,5,14,5,9,98,47,51,1,1,0,48,19,29,2,1,1,3,1,2,0,0,0
106041,Total students enrolled for credit,2583,2503,80,157,149,8,64,63,1,78,74,4,726,710,16,70,68,2,1202,1164,38,223,213,10,61,60,1,2,2,0
106041,Undergraduate students,2583,2503,80,157,149,8,64,63,1,78,74,4,726,710,16,70,68,2,1202,1164,38,223,213,10,61,60,1,2,2,0
106102,Total students enrolled for credit,2376,880,1496,40,15,25,53,24,29,500,135,365,341,141,200,15,6,9,1030,402,628,150,63,87,247,94,153,0,0,0
106102,Undergraduate students,1742,612,1130,29,11,18,24,7,17,408,108,300,266,111,155,12,5,7,729,266,463,100,42,58,174,62,112,0,0,0
106102,Graduate student,634,268,366,11,4,7,29,17,12,92,27,65,75,30,45,3,1,2,301,136,165,50,21,29,73,32,41,0,0,0
106111,Total students enrolled for credit,171,14,157,5,1,4,0,0,0,47,4,43,38,3,35,2,0,2,28,4,24,0,0,0,51,2,49,0,0,0
106111,Undergraduate students,171,14,157,5,1,4,0,0,0,47,4,43,38,3,35,2,0,2,28,4,24,0,0,0,51,2,49,0,0,0
106148,Total students enrolled for credit,10000,4255,5745,202,79,123,89,26,63,80,52,28,1847,786,1061,19,6,13,5283,2240,3043,105,47,58,2356,1004,1352,19,15,4
106148,Undergraduate students,10000,4255,5745,202,79,123,89,26,63,80,52,28,1847,786,1061,19,6,13,5283,2240,3043,105,47,58,2356,1004,1352,19,15,4
106245,Total students enrolled for credit,14292,5566,8726,34,16,18,276,133,143,3213,892,2321,1005,368,637,0,0,0,7976,3300,4676,1088,445,643,172,77,95,528,335,193
106245,Undergraduate students,10686,4168,6518,24,11,13,208,104,104,2531,736,1795,884,326,558,0,0,0,5807,2433,3374,963,402,561,85,45,40,184,111,73
106245,Graduate student,3606,1398,2208,10,5,5,68,29,39,682,156,526,121,42,79,0,0,0,2169,867,1302,125,43,82,87,32,55,344,224,120
106263,Total students enrolled for credit,3147,1002,2145,17,10,7,142,62,80,249,56,193,96,25,71,2,1,1,2314,724,1590,78,20,58,177,73,104,72,31,41
106263,Undergraduate students,747,150,597,3,2,1,20,4,16,92,15,77,36,5,31,1,0,1,549,111,438,23,5,18,19,6,13,4,2,2
106263,Graduate student,2400,852,1548,14,8,6,122,58,64,157,41,116,60,20,40,1,1,0,1765,613,1152,55,15,40,158,67,91,68,29,39
106306,Total students enrolled for credit,1096,779,317,0,0,0,2,2,0,1038,727,311,10,8,2,0,0,0,45,41,4,0,0,0,0,0,0,1,1,0
106306,Undergraduate students,1096,779,317,0,0,0,2,2,0,1038,727,311,10,8,2,0,0,0,45,41,4,0,0,0,0,0,0,1,1,0
106315,Total students enrolled for credit,206,13,193,0,0,0,0,0,0,182,13,169,5,0,5,0,0,0,17,0,17,0,0,0,2,0,2,0,0,0
106315,Undergraduate students,206,13,193,0,0,0,0,0,0,182,13,169,5,0,5,0,0,0,17,0,17,0,0,0,2,0,2,0,0,0
106324,Total students enrolled for credit,37,2,35,0,0,0,0,0,0,2,0,2,4,0,4,0,0,0,31,2,29,0,0,0,0,0,0,0,0,0
106324,Undergraduate students,37,2,35,0,0,0,0,0,0,2,0,2,4,0,4,0,0,0,31,2,29,0,0,0,0,0,0,0,0,0
106342,Total students enrolled for credit,705,378,327,13,8,5,15,9,6,47,34,13,54,28,26,0,0,0,512,258,254,0,0,0,43,25,18,21,16,5
106342,Undergraduate students,705,378,327,13,8,5,15,9,6,47,34,13,54,28,26,0,0,0,512,258,254,0,0,0,43,25,18,21,16,5
106351,Total students enrolled for credit,369,280,89,0,0,0,0,0,0,212,129,83,0,0,0,1,1,0,14,9,5,1,1,0,141,140,1,0,0,0
106351,Undergraduate students,369,280,89,0,0,0,0,0,0,212,129,83,0,0,0,1,1,0,14,9,5,1,1,0,141,140,1,0,0,0
106360,Total students enrolled for credit,56,1,55,2,0,2,3,0,3,8,0,8,2,0,2,0,0,0,41,1,40,0,0,0,0,0,0,0,0,0
106360,Undergraduate students,56,1,55,2,0,2,3,0,3,8,0,8,2,0,2,0,0,0,41,1,40,0,0,0,0,0,0,0,0,0
106397,Total students enrolled for credit,29958,14535,15423,340,154,186,726,370,356,1534,767,767,2280,1031,1249,30,16,14,22218,10731,11487,925,403,522,237,106,131,1668,957,711
106397,Undergraduate students,24344,11653,12691,255,114,141,607,302,305,1211,618,593,2000,887,1113,20,13,7,18400,8811,9589,820,355,465,161,65,96,870,488,382
106397,Graduate student,5614,2882,2732,85,40,45,119,68,51,323,149,174,280,144,136,10,3,7,3818,1920,1898,105,48,57,76,41,35,798,469,329
106412,Total students enrolled for credit,3106,1288,1818,4,4,0,14,10,4,2791,1129,1662,58,27,31,0,0,0,158,74,84,20,7,13,5,3,2,56,34,22
106412,Undergraduate students,2968,1216,1752,4,4,0,11,8,3,2701,1093,1608,56,25,31,0,0,0,137,58,79,20,7,13,4,3,1,35,18,17
106412,Graduate student,138,72,66,0,0,0,3,2,1,90,36,54,2,2,0,0,0,0,21,16,5,0,0,0,1,0,1,21,16,5
106449,Total students enrolled for credit,5491,2310,3181,36,20,16,47,23,24,363,158,205,247,122,125,12,8,4,4464,1830,2634,216,99,117,74,34,40,32,16,16
106449,Undergraduate students,5491,2310,3181,36,20,16,47,23,24,363,158,205,247,122,125,12,8,4,4464,1830,2634,216,99,117,74,34,40,32,16,16
106458,Total students enrolled for credit,19148,7341,11807,84,29,55,155,66,89,2711,841,1870,465,211,254,12,9,3,14026,5249,8777,328,129,199,297,106,191,1070,701,369
106458,Undergraduate students,11527,4787,6740,38,17,21,102,44,58,1618,548,1070,294,149,145,8,5,3,8425,3422,5003,235,99,136,99,38,61,708,465,243
106458,Graduate student,7621,2554,5067,46,12,34,53,22,31,1093,293,800,171,62,109,4,4,0,5601,1827,3774,93,30,63,198,68,130,362,236,126
106467,Total students enrolled for credit,13677,5934,7743,116,53,63,174,76,98,1066,503,563,884,372,512,5,5,0,10472,4401,6071,436,187,249,0,0,0,524,337,187
106467,Undergraduate students,12426,5548,6878,111,49,62,160,70,90,918,460,458,837,361,476,5,5,0,9554,4137,5417,409,181,228,0,0,0,432,285,147
106467,Graduate student,1251,386,865,5,4,1,14,6,8,148,43,105,47,11,36,0,0,0,918,264,654,27,6,21,0,0,0,92,52,40
106485,Total students enrolled for credit,4702,1881,2821,15,5,10,27,14,13,1176,461,715,151,69,82,2,1,1,3127,1257,1870,138,53,85,10,6,4,56,15,41
106485,Undergraduate students,4278,1735,2543,14,5,9,25,13,12,1114,438,676,148,67,81,2,1,1,2799,1145,1654,131,50,81,7,4,3,38,12,26
106485,Graduate student,424,146,278,1,0,1,2,1,1,62,23,39,3,2,1,0,0,0,328,112,216,7,3,4,3,2,1,18,3,15
106494,Total students enrolled for credit,107,11,96,1,0,1,0,0,0,26,4,22,2,0,2,0,0,0,77,7,70,1,0,1,0,0,0,0,0,0
106494,Undergraduate students,107,11,96,1,0,1,0,0,0,26,4,22,2,0,2,0,0,0,77,7,70,1,0,1,0,0,0,0,0,0
106546,Total students enrolled for credit,926,114,812,4,0,4,13,5,8,189,15,174,19,6,13,1,0,1,670,85,585,28,3,25,2,0,2,0,0,0
106546,Undergraduate students,926,114,812,4,0,4,13,5,8,189,15,174,19,6,13,1,0,1,670,85,585,28,3,25,2,0,2,0,0,0
106625,Total students enrolled for credit,1845,669,1176,8,1,7,2,1,1,59,16,43,34,11,23,1,0,1,1723,634,1089,12,4,8,6,2,4,0,0,0
106625,Undergraduate students,1845,669,1176,8,1,7,2,1,1,59,16,43,34,11,23,1,0,1,1723,634,1089,12,4,8,6,2,4,0,0,0
106704,Total students enrolled for credit,13347,5145,8202,67,25,42,254,109,145,2069,758,1311,611,265,346,11,4,7,8965,3314,5651,420,176,244,91,35,56,859,459,400
106704,Undergraduate students,10928,4538,6390,55,23,32,222,95,127,1834,693,1141,551,249,302,11,4,7,7038,2870,4168,375,161,214,61,23,38,781,420,361
106704,Graduate student,2419,607,1812,12,2,10,32,14,18,235,65,170,60,16,44,0,0,0,1927,444,1483,45,15,30,30,12,18,78,39,39
106713,Total students enrolled for credit,952,504,448,11,6,5,1,1,0,195,110,85,25,18,7,2,0,2,682,347,335,10,5,5,5,2,3,21,15,6
106713,Undergraduate students,952,504,448,11,6,5,1,1,0,195,110,85,25,18,7,2,0,2,682,347,335,10,5,5,5,2,3,21,15,6
106795,Total students enrolled for credit,2122,772,1350,30,8,22,10,4,6,201,50,151,514,214,300,1,0,1,1300,472,828,66,24,42,0,0,0,0,0,0
106795,Undergraduate students,2122,772,1350,30,8,22,10,4,6,201,50,151,514,214,300,1,0,1,1300,472,828,66,24,42,0,0,0,0,0,0
106810,Total students enrolled for credit,248,134,114,0,0,0,0,0,0,10,10,0,4,1,3,0,0,0,234,123,111,0,0,0,0,0,0,0,0,0
106810,Undergraduate students,248,134,114,0,0,0,0,0,0,10,10,0,4,1,3,0,0,0,234,123,111,0,0,0,0,0,0,0,0,0
106829,Total students enrolled for credit,246,135,111,0,0,0,0,0,0,144,78,66,4,1,3,0,0,0,93,52,41,2,1,1,3,3,0,0,0,0
106829,Undergraduate students,246,135,111,0,0,0,0,0,0,144,78,66,4,1,3,0,0,0,93,52,41,2,1,1,3,3,0,0,0,0
106883,Total students enrolled for credit,1657,589,1068,11,6,5,18,9,9,557,174,383,30,19,11,3,1,2,1007,358,649,12,6,6,0,0,0,19,16,3
106883,Undergraduate students,1657,589,1068,11,6,5,18,9,9,557,174,383,30,19,11,3,1,2,1007,358,649,12,6,6,0,0,0,19,16,3
106892,Total students enrolled for credit,391,13,378,0,0,0,0,0,0,243,8,235,10,3,7,0,0,0,138,2,136,0,0,0,0,0,0,0,0,0
106892,Undergraduate students,391,13,378,0,0,0,0,0,0,243,8,235,10,3,7,0,0,0,138,2,136,0,0,0,0,0,0,0,0,0
106908,Total students enrolled for credit,570,21,549,9,1,8,2,0,2,133,4,129,35,0,35,1,0,1,369,14,355,1,0,1,20,2,18,0,0,0
106908,Undergraduate students,570,21,549,9,1,8,2,0,2,133,4,129,35,0,35,1,0,1,369,14,355,1,0,1,20,2,18,0,0,0
106980,Total students enrolled for credit,3636,1407,2229,48,15,33,51,17,34,404,149,255,211,83,128,0,0,0,2847,1103,1744,0,0,0,73,39,34,2,1,1
